,Review text,Ratings
4838,normal qualityREAD MORE,3
4839,wasteREAD MORE,2
4840,"Very badd quality, and do not last.READ MORE",1
4841,best quality productREAD MORE,5
4842,I like itREAD MORE,5
4843,It's look very hard.. For playing not a original quality....READ MORE,2
4844,not goodREAD MORE,2
4845,goodREAD MORE,5
4846,Simply superbREAD MORE,4
4847,goodREAD MORE,4
4848,damaged so early.READ MORE,2
4849,nice productREAD MORE,5
4850,goodREAD MORE,4
4851,not satisfied with the quality of productREAD MORE,3
4852,💯% Genuine ProductREAD MORE,5
4853,Very good product at a reasonable price.READ MORE,5
4854,It's goodREAD MORE,4
4855,Good as usualREAD MORE,5
4856,good and genuineREAD MORE,5
4857,NiceREAD MORE,5
4858,some shuttle were very poor qualityREAD MORE,3
4859,ExcellentREAD MORE,5
4860,Shuttle is not durable.READ MORE,1
4861,very patheticREAD MORE,1
4862,good service and nice productREAD MORE,1
4863,Very good product .. we hv been playing with this product from two years..READ MORE,5
4864,Ready to play..☺️ Best price..READ MORE,5
4865,Its niceREAD MORE,4
4866,product is very good..but it takes 6 days to deliver😮😮😮READ MORE,5
4867,"great quality product , deserve the price @699.READ MORE",5
4868,GoodREAD MORE,5
4869,very slow shuttleREAD MORE,5
4870,varry good productREAD MORE,5
4871,nice productREAD MORE,5
4872,The first shuttle was authentic but the rest of the shuttles can compete with SpaceX rockets in terms of speed. Highly disappointed!READ MORE,1
4873,superREAD MORE,4
4874,superbREAD MORE,5
4875,packing was very bad. All shuttles damaged.READ MORE,1
4876,good onewe are playing outdoor and indoorREAD MORE,5
4877,the shuttles are not genuine.READ MORE,1
4878,goodREAD MORE,3
4879,"as expected, recommendREAD MORE",5
4880,Nice shuttle quality.READ MORE,5
4881,niceREAD MORE,5
4882,awesomeREAD MORE,5
4883,Nice but seems it is not original.READ MORE,4
4884,"nice shuttle, full control over palyREAD MORE",5
4885,just okREAD MORE,3
4886,good qualityREAD MORE,5
4887,awesomeREAD MORE,4
4888,excellentREAD MORE,5
4889,Bad productsREAD MORE,2
4890,ok okREAD MORE,4
4891,satisfiedREAD MORE,5
4892,worthREAD MORE,5
4893,AswamREAD MORE,5
4894,goodREAD MORE,5
4895,Very goodREAD MORE,5
4896,Very powerfulREAD MORE,5
4897,niceREAD MORE,5
4898,very goodREAD MORE,5
4899,just suprrbbREAD MORE,5
4900,some shuttles are durable and some are not. Becomes fast after few shots. Now we prefer mavis 300.READ MORE,3
4901,GoodREAD MORE,5
4902,Long lasting..READ MORE,4
4903,very good product and value of moneyREAD MORE,5
4904,Very good productREAD MORE,5
4905,Good product.READ MORE,5
4906,genuine products!READ MORE,5
4907,always good...READ MORE,5
4908,Just Superb..READ MORE,5
4909,goodREAD MORE,5
4910,very niceREAD MORE,5
4911,good quality nowREAD MORE,5
4912,goodREAD MORE,4
4913,very good shuttleREAD MORE,5
4914,superREAD MORE,3
4915,goodREAD MORE,5
4916,original productREAD MORE,5
4917,bad productREAD MORE,1
4918,very good  quality  this  item'sREAD MORE,5
4919,old stockREAD MORE,1
4920,shuttles were faster than usual..wasted moneyREAD MORE,2
4921,its okREAD MORE,2
4922,This shuttle is goodREAD MORE,5
4923,East Or West FlipKart Is the best..... Became a FlipKart fan by delivering within a day. .READ MORE,5
4924,poor quality item got this time..READ MORE,1
4925,"seems like not original product disappointed, 50% shuttles wobbling and remaining last for just 1 or 2 matches..READ MORE",2
4926,"quality is Soo good ,but delivery date is Soo late it shows 14 Dec but I received 17 Dec so don't waste ur time order it in another appREAD MORE",4
4927,goodREAD MORE,5
4928,old stock are sold not a single peace was goodREAD MORE,1
4929,don't buy anyone this shuttle on Flipkart site....  worst quality productREAD MORE,1
4930,excellent productREAD MORE,5
4931,nice productREAD MORE,5
4932,Good facilityREAD MORE,5
4933,Exlent product...READ MORE,5
4934,"Good one, I have read lot of negative review for Mavis 350.when purchase online, but this time I will say it's a better products, good quality...READ MORE",4
4935,loved it.... original product delivered on time....READ MORE,5
4936,very goodREAD MORE,5
4937,goodREAD MORE,5
4938,"delevired in just less than a day ,oh my god.thanks flipkartREAD MORE",5
4939,received a genuine product...very good and original qualityREAD MORE,5
4940,Amazing productREAD MORE,5
4941,not value for moneyREAD MORE,3
4942,good and light weightREAD MORE,4
4943,light weight and long life!!!READ MORE,5
4944,awesome goodREAD MORE,5
4945,Nice product satisfiedREAD MORE,5
4946,very nice & best qualityREAD MORE,5
4947,old stock I gotREAD MORE,4
4948,1st 3 corks got damaged very fast. and rest 3 were goodREAD MORE,3
4949,Good product for this price..READ MORE,4
4950,goodREAD MORE,4
4951,goodREAD MORE,5
4952,nice item... u must buyREAD MORE,4
4953,very niceREAD MORE,4
4954,Happy with FlipkartREAD MORE,5
4955,bad productsREAD MORE,5
4956,nice ProductREAD MORE,5
4957,bad qualityREAD MORE,1
4958,Yonex Mavis 350 Is Not Pure Shuttle  Dummy Not A Genuine Bad Quality And  So Old Pak. Date On Box Jan 2019 ....READ MORE,1
4959,Good But Price a little bit highREAD MORE,5
4960,Best in classREAD MORE,5
4961,cork quality issues. cracking soon.READ MORE,1
4962,superREAD MORE,5
4963,goodREAD MORE,5
4964,goodREAD MORE,4
4965,"good price range,thanq flipkart.READ MORE",5
4966,orginal productREAD MORE,4
4967,genuine product.....go for itREAD MORE,5
4968,NiceREAD MORE,4
4969,superrREAD MORE,5
4970,not goodREAD MORE,2
4971,very slow.. and barely lasts 2days. very disappointingREAD MORE,2
4972,worth productREAD MORE,5
4973,somthing best for youREAD MORE,5
4974,nice . premium productREAD MORE,4
4975,very niceREAD MORE,5
4976,goodREAD MORE,4
4977,worst quality fraud materialsREAD MORE,1
4978,not so good 6 shuttle and only 9 days we playREAD MORE,1
4979,goodREAD MORE,4
4980,nice productREAD MORE,4
4981,niceREAD MORE,5
4982,no difference..... orginal product.READ MORE,5
4983,Nice Product.READ MORE,5
4984,product was bad.READ MORE,2
4985,good worth priceREAD MORE,4
4986,durability of the cork is very bad and it  is not enough for even one dayREAD MORE,2
4987,Few shuttle corks look like they may break down within few minutes of play. Otherwise all okay!READ MORE,4
4988,ValuableREAD MORE,3
4989,Very nice shuttlesREAD MORE,5
4990,old stock. manufactured a year back(12 months)READ MORE,1
4991,very bad product ☹️ wast of moneyREAD MORE,1
4992,TqREAD MORE,5
4993,niceREAD MORE,5
4994,good productREAD MORE,5
4995,Plz go for it. Really worth for every cork. our friends are really happy with the reliability of this pack.READ MORE,5
4996,goodREAD MORE,5
4997,nice Best in outdoor game 👌READ MORE,5
4998,Very nice product i love itREAD MORE,5
4999,nice productREAD MORE,4
5000,goodREAD MORE,5
5001,Good qualityREAD MORE,5
5002,goodREAD MORE,5
5003,Always best and fineREAD MORE,5
5004,Nice product. Best for outdoor.READ MORE,5
5005,niceREAD MORE,5
5006,goodREAD MORE,5
5007,NiceREAD MORE,1
5008,nice productREAD MORE,5
5009,Good Product....READ MORE,5
5010,very Good crockREAD MORE,5
5011,awesome product Mavis 350 is superREAD MORE,5
5012,good qualityREAD MORE,5
5013,nice prudectREAD MORE,4
5014,great productREAD MORE,5
5015,GoodREAD MORE,3
5016,one shuttle out six on the box was wabbling from the very first moment of useREAD MORE,3
5017,okREAD MORE,5
5018,worst product...don't even last 2 matchesREAD MORE,1
5019,Worst qualityREAD MORE,1
5020,Very good productREAD MORE,5
5021,goodREAD MORE,5
5022,good quality and genuine product..READ MORE,4
5023,goodREAD MORE,5
5024,niceREAD MORE,5
5025,lovely productREAD MORE,5
5026,Must buy.. exlent productREAD MORE,5
5027,reasonable cost...READ MORE,3
5028,GoodREAD MORE,5
5029,goodREAD MORE,3
5030,GreatREAD MORE,5
5031,Very Good ProductREAD MORE,5
5032,Excellent product thanks flipkartREAD MORE,5
5033,Nice oneREAD MORE,5
5034,not so goodREAD MORE,2
5035,good shuttle ... very good to flyREAD MORE,5
5036,niceREAD MORE,5
5037,best but price is very hight on FlipkartREAD MORE,5
5038,very niceREAD MORE,5
5039,its really goodREAD MORE,5
5040,nice product in cheap costREAD MORE,5
5041,very good productREAD MORE,4
5042,absolute treasureREAD MORE,5
5043,goodREAD MORE,4
5044,quality is not feel so upto the mark. shredded during play with shuttle in a weekREAD MORE,4
5045,real feelREAD MORE,5
5046,very very good productREAD MORE,5
5047,Nice. Good for practice sessions. Good quality.READ MORE,5
5048,Worth your moneyREAD MORE,5
5049,nice compared priceREAD MORE,4
5050,goodREAD MORE,4
5051,Good Shuttle.READ MORE,5
5052,Nice shuttleREAD MORE,4
5053,goodREAD MORE,4
5054,excellent just love it thanks flipkartREAD MORE,5
5055,goodREAD MORE,5
5056,superbREAD MORE,4
5057,goodREAD MORE,5
5058,super product.READ MORE,5
5059,Very good productREAD MORE,5
5060,BestREAD MORE,5
5061,ExcellentREAD MORE,5
5062,GoodREAD MORE,5
5063,bought it for 670 fast delivered quality is goodREAD MORE,5
5064,nycREAD MORE,4
5065,superREAD MORE,5
5066,product is good and delivery is too fast.. thanks for sharing best product in this price....READ MORE,5
5067,superREAD MORE,5
5068,very goodREAD MORE,4
5069,Nice productREAD MORE,5
5070,good productREAD MORE,5
5071,value for moneyREAD MORE,5
5072,good but but improve qualityREAD MORE,4
5073,super shuttle very niceeREAD MORE,5
5074,one shuttle was not in good condition due to lack of packingREAD MORE,3
5075,superREAD MORE,5
5076,goodREAD MORE,5
5077,Good packing i think seller is too bad becase i got bad product this time less quality and its broken fast pure china local productREAD MORE,1
5078,MarvelousREAD MORE,5
5079,the original quality product. Good packing. swift delivery Makes Happy CustomerREAD MORE,5
5080,original shuttleREAD MORE,5
5081,not as expected!READ MORE,3
5082,Damaged rapidly.READ MORE,3
5083,niceREAD MORE,4
5084,Original qualityREAD MORE,4
5085,goodREAD MORE,5
5086,NiceREAD MORE,4
5087,Good grip for all sideREAD MORE,5
5088,"Item looks duplicate.  it doesn't look original shuttle. After player one yr, shuttle becomes useless. Earlier we use to play 3-4 hr with one shuttle.READ MORE",3
5089,goodREAD MORE,5
5090,best shuttle for outdoorREAD MORE,5
5091,LovelyREAD MORE,4
5092,original product. played yesterday and all is wellREAD MORE,5
5093,goodREAD MORE,4
5094,Good for playREAD MORE,5
5095,superREAD MORE,5
5096,GoodREAD MORE,4
5097,Shuttles are good but the box seems to be not that good qualityREAD MORE,4
5098,Guys lots of shuttles inside the box are damaged and doesn't have correct weight for indoor playThe shuttles inside the box are all wobbling.. Plz don't buy from flipkart we have other sites where u will find genuine sellersPlz beware of this productREAD MORE,1
5099,Good productREAD MORE,5
5100,GoodREAD MORE,4
5101,goodREAD MORE,4
5102,very good product long lasting for indoor gameREAD MORE,4
5103,very nice qualityREAD MORE,5
5104,Poor qualityREAD MORE,2
5105,good product. Suggest to buy.READ MORE,4
5106,goodREAD MORE,3
5107,thanks flipcart...very niceREAD MORE,4
5108,GoodREAD MORE,5
5109,"bad product ,poor quality , really disappointedREAD MORE",1
5110,goodREAD MORE,3
5111,Behtareen.. i keep on ordering this monthly.. good for intermediate players like me..READ MORE,5
5112,superREAD MORE,5
5113,slow 75 is not slow as lining. only wastage of moneyREAD MORE,1
5114,goodREAD MORE,5
5115,niceREAD MORE,4
5116,"high rate, quality poor early brokenREAD MORE",2
5117,ExpectingREAD MORE,5
5118,Product is good but manufacturers date is in August.READ MORE,3
5119,great product in reasonable priceREAD MORE,5
5120,good qualityREAD MORE,4
5121,Good qualityREAD MORE,5
5122,goodREAD MORE,4
5123,nice productREAD MORE,5
5124,out of 6 ... 3 will be fast and 3 will be slow... after returning the they sends the same with packing it fresh ... it's by YonexREAD MORE,3
5125,awesomeREAD MORE,4
5126,ORIGINAL PRODUCTREAD MORE,5
5127,evergreenREAD MORE,4
5128,nicc niceREAD MORE,4
5129,good delivery n originalREAD MORE,5
5130,nice oneREAD MORE,4
5131,ok bettarREAD MORE,4
5132,good for beginnersREAD MORE,4
5133,good for outdoorsREAD MORE,5
5134,Nice oneREAD MORE,3
5135,This is the first time i have received bad quality of product. shuttles are of bad qualities and very slow. Really disappointed.READ MORE,2
5136,shuttle always good.  timely delivered 👍READ MORE,5
5137,fine qualityREAD MORE,5
5138,very good product Fkipkart very quickly devilry the item thanks to FkipkartREAD MORE,1
5139,nice productREAD MORE,5
5140,good for regular practice. and nice quality.READ MORE,5
5141,Delivery time given is 10 days and also took a day extra. Did not meet the promised delivery date.Product is good.READ MORE,3
5142,superREAD MORE,5
5143,Worthy product.  Very durable in outdoor practice.  Nice productREAD MORE,4
5144,good👍READ MORE,4
5145,"very bad, slowREAD MORE",1
5146,"Good for indoor, grab this if you like super slow shuttlesREAD MORE",5
5147,niceREAD MORE,5
5148,greatREAD MORE,5
5149,goodREAD MORE,5
5150,goodREAD MORE,5
5151,GoodREAD MORE,5
5152,goodREAD MORE,5
5153,wonderfulREAD MORE,5
5154,"product delivered on time 👍, I checked all shuttles are were fine no wobbling or damage piece. for me its 100%geniuneREAD MORE",4
5155,good..READ MORE,5
5156,original productsREAD MORE,5
5157,Very niceREAD MORE,4
5158,Good quality shuttleREAD MORE,5
5159,Good I love itREAD MORE,1
5160,original product delivered with lightening  speedREAD MORE,5
5161,good productREAD MORE,4
5162,good oneREAD MORE,4
5163,good for practiceREAD MORE,5
5164,It is very goodREAD MORE,5
5165,goodREAD MORE,5
5166,goodREAD MORE,3
5167,very worst shuttle is looking like 30 RS per pieceREAD MORE,2
5168,Good productREAD MORE,5
5169,good product and best shuttlecock.READ MORE,5
5170,perfect...!READ MORE,5
5171,Excellent Item and delivery service provided by FlipkartREAD MORE,5
5172,it's okREAD MORE,3
5173,niceREAD MORE,5
5174,go for it oldREAD MORE,5
5175,Good poductREAD MORE,5
5176,goodREAD MORE,4
5177,so naisREAD MORE,4
5178,Good....!!READ MORE,5
5179,niceREAD MORE,5
5180,nice productREAD MORE,5
5181,original product received . Thank you for speedy delivery.READ MORE,5
5182,good nice 👍READ MORE,5
5183,goodREAD MORE,5
5184,Nice shuttleREAD MORE,5
5185,"Got the original product, thanks to flipkart and the vendor supplierREAD MORE",5
5186,Just awesomeREAD MORE,5
5187,always awesome 👍READ MORE,5
5188,Very nice Product 👌😊READ MORE,4
5189,superREAD MORE,4
5190,shuttles are good and durable lasted for 6 rapid games.READ MORE,5
5191,Badminton shuttle is too goodREAD MORE,5
5192,very badREAD MORE,1
5193,Superb productREAD MORE,5
5194,goodREAD MORE,4
5195,"yesterday received that product but it is damaged,i am very disappointed and i lost my moneyREAD MORE",1
5196,good quality shuttlecocksREAD MORE,5
5197,goodREAD MORE,5
5198,Love the product..READ MORE,1
5199,goodREAD MORE,5
5200,good productREAD MORE,5
5201,goodREAD MORE,4
5202,goodREAD MORE,5
5203,quality and packing is super awesome...READ MORE,5
5204,Very good quality shuttlesREAD MORE,5
5205,AswmREAD MORE,5
5206,Thanks for it😀😀😀😀READ MORE,5
5207,go for it.... perfect for matches of intermediate to professional levelREAD MORE,5
5208,best qualityREAD MORE,5
5209,Super as expectedREAD MORE,5
5210,Best to playREAD MORE,4
5211,"very nice product,good qualityREAD MORE",5
5212,Received an original and sealed product at a better price than the local sports stores.READ MORE,5
5213,goodREAD MORE,5
5214,Not evonomicalREAD MORE,1
5215,got used shuttleREAD MORE,3
5216,good product and profit useable thanks FlipkartREAD MORE,5
5217,best shuttles for all & long lifeREAD MORE,5
5218,good qualityREAD MORE,4
5219,Original product and as we know it is best in its segment.READ MORE,5
5220,After completion  one game shuttle will be too fastREAD MORE,4
5221,superbREAD MORE,5
5222,This is not original ... It's light weighted. But it's ok ok . You can play. But durability is another issue. These shuttles are not long lastingREAD MORE,2
